revenue,net_profit,debt_to_equity,fraud_score,avg_balance,expected_decision
439515.5189816705,78753.90625769706,2.628346230461173,30.485670357979927,143037.44086999015,APPROVE
123435.17490131115,20262.582718401758,0.18481712080022153,19.792131134788782,52729.6420422289,APPROVE
594441.1956155414,72057.77248027617,2.4948685766378116,28.48020206440548,279024.3926109143,APPROVE
3423108.837054908,846545.2550592794,0.4737226156729911,27.394982054851464,771015.2106472409,APPROVE
101894.50074219708,17439.749593222783,1.0718446773515116,31.081324219090522,32395.438068611005,APPROVE
101897.84655892933,9929.472172742757,2.2561739432456624,26.8225340708805,23444.011432919986,APPROVE
3830192.538395363,269478.9203537883,0.5662036985400938,19.69332316073128,785104.2263328064,APPROVE
755299.3640408986,60855.85032479797,2.4721043699452805,41.50593479779625,300998.58286066825,REJECT
63643.420466888434,6312.889248275621,2.5131891160774518,18.91570784214043,24231.26703691424,APPROVE
481720.8554379379,39566.75648780405,1.5716564279064251,22.76285294263378,119903.08317548005,APPROVE
64419.046042841794,5624.646244629497,0.11851902797881739,52.763912594149886,17402.409106697174,APPROVE
64121.85220579158,6862.258664603995,0.932410586207247,8.176450758916385,13280.425963755855,APPROVE
264058.1289035787,22359.047880142785,1.8890880632896525,21.964709238578116,118954.00484139644,APPROVE
3545.517862062512,813.1754593217385,2.945439916279528,26.805914584237385,1745.838447894851,APPROVE
5167.603575400576,341.30341695980536,1.9322592283483384,20.636262696150144,1243.5210710788203,APPROVE
52861.20275628103,8188.320720224439,0.8534303850860634,19.194006072468365,14243.058013626482,APPROVE
21468.40845479284,2835.533764812643,1.938616538988873,14.559467684422895,9886.692800796063,APPROVE
305130.4488169003,75207.24809793479,1.665957601175981,19.004697229685085,145833.7841082743,APPROVE
26474.885588216253,1916.9877026765207,2.3615516459383166,44.69154030030176,8627.85320249113,REJECT
9656.558466583763,1251.2110940177704,0.4102438525981794,1.6586988912599303,2077.9633522735517,APPROVE
3051969.0725823157,744357.2094569964,2.3069809172558813,32.4444179348966,646460.6119593005,APPROVE
103616.03750792339,23116.885639397296,1.6696730781607199,24.605704178525965,38564.33075666693,APPROVE
186289.3537782669,39756.833306395674,2.8926768111910843,28.040676956708708,59215.523537159024,APPROVE
9419.182944661434,956.8059292094047,1.0914292815121898,25.084456628335168,1964.801326081064,APPROVE
54788.44269402914,4611.9550924697605,1.9346034900884497,8.95235661357817,20544.335620517402,APPROVE
203179.51537039923,37329.89684450979,2.802881505979051,35.1016151138465,41324.836246063984,APPROVE
16285.21378184602,3841.278022423769,0.3972782111729698,9.148843657943608,7103.798955656692,APPROVE
345033.23913497163,55672.00283809935,2.8179626129857085,11.01751430429998,100725.50064537936,APPROVE
48958.22292996528,8044.93944263114,2.0948685946723584,44.54420385872261,10382.932671805416,APPROVE
90817.97435165018,9626.3255469901,0.29672747140499856,19.26911983378937,34193.48194482536,APPROVE
48853.76736299705,9961.214117275676,0.972794344145767,45.24446404925081,15599.26803258006,APPROVE
6613055.565047238,578038.9187134871,2.1536990570713166,20.301201957596223,3254549.985848487,APPROVE
158420.0851517014,18176.462696184666,0.29531674425943794,24.15184202223285,57547.61656632384,APPROVE
19625.365017357235,2651.137330774197,1.7882943345111926,27.934866954444637,5545.573821950375,APPROVE
843309.9329886846,127780.07153598397,1.1030608651635745,17.819210390856462,348145.03901595064,APPROVE
14161.930604192423,1394.6944918582656,1.9006550015256836,19.240871873439662,3985.8413907194176,APPROVE
247144.18494388016,18033.459937536743,0.23265189805628728,12.17290559732212,116472.37836254429,APPROVE
3231.364433461121,556.1953991739384,2.627456737841891,43.58510780839037,1009.5318610724252,APPROVE
11425.78476953658,1230.8553543239152,2.923118010614451,28.6899097933566,4169.960908851916,APPROVE
241282.1975729309,40112.59695429249,2.9097457803285054,29.150153692373216,51917.15640322436,APPROVE
712783.6092470206,57644.62312761426,2.2739903120544818,25.442776411821878,233676.39203872398,APPROVE
229288.55673288237,33528.411744764744,0.47725009637883276,46.38403295710284,103113.14175235933,APPROVE
129146.59522462547,20213.7521345618,2.2989632681941656,21.585536881567656,57043.35909276387,APPROVE
89124.77283000709,5379.9908308096155,0.17130205773052437,27.01630500363129,23822.65674581395,APPROVE
8458.744347177519,992.3871244405949,0.16415829943409205,44.454098072293085,2265.452388613226,APPROVE
38573.14481776039,2965.6166007279257,1.0384696355336696,39.718540084981235,17172.439814049892,APPROVE
64778.07381834094,4059.965394021073,1.5170652521735308,44.83885354962906,31036.440026327098,APPROVE
1348150.825350841,334330.6821397451,2.3341815116426003,13.456110723261364,308198.4364862931,APPROVE
323591.30012138584,37041.744964968944,2.081556592158865,33.897740333383865,108408.77810311544,REJECT
4788.247175372706,1014.9881643226336,1.3931178484925701,37.5031818250288,1442.3937844949119,APPROVE
311192.80125026405,31408.107796140615,0.8935173322168309,31.5613962231809,143524.1540910727,APPROVE
75345.19546892568,14036.850937159668,2.9916610504573624,46.717274351256435,16956.999400712542,APPROVE
42030.71751660077,8492.120361284713,1.3359257764843215,51.86290923474193,11068.27595894504,APPROVE
553132.3471735478,93550.02829065998,1.409022370556059,11.972271483552033,235490.84275760813,APPROVE
1279524.4520031374,184654.87544663082,0.5745090814558407,16.787830194936905,275594.41060327395,APPROVE
1048174.0813555644,138744.89843796805,2.404947691374795,56.64845044811183,364513.6623357069,REJECT
30380.764899191723,3638.8152022858453,2.111678454766317,19.05160620045251,10105.617944103358,APPROVE
87691.06118907541,20686.832472506772,0.7402318770874051,4.453800926436454,26335.410512335475,APPROVE
315693.42980238097,68228.8894311052,0.3389050322859438,7.663964350139657,100507.85221890548,APPROVE
1145200.4604147216,278289.8755023134,2.0734479760166677,30.29756556287592,411106.5533264295,APPROVE
62420.655943058344,4672.775641526641,1.9980825214152922,35.70338358270189,15505.928096132104,APPROVE
112272.25476569915,22024.840613490327,0.892452628294807,14.931228315491923,41720.23104461544,APPROVE
17806.699680116624,4232.084326468964,2.85750433052619,27.967355013749444,7863.967416173821,APPROVE
14877.224297480236,1283.1102099673324,0.5380678861646107,12.064308765224474,6368.170255896844,APPROVE
826579.7185668994,52321.87912150103,1.3537709230235455,26.163983434572657,203479.10568615553,APPROVE
2452160.564922479,486077.39425388904,2.836486168486037,6.263016171097786,600227.2121951857,APPROVE
140924.5270409294,23237.696706568346,1.3172092190857547,32.525434988967845,39522.60918987153,APPROVE
1211131.7315686243,264469.6953943398,1.951725248225848,38.202801165935945,373419.06387545116,APPROVE
335464.7121882299,26150.97562877211,1.2530237540921034,50.838616621722686,108199.6726553078,APPROVE
44790.909765284036,9363.69476922347,0.8952240868111431,36.195574219105254,18091.45896512593,APPROVE
335303.44641972106,30286.439381862227,2.953535179083502,40.16190764260652,72762.23255887337,REJECT
3527405.3592306417,291826.4379484181,1.2870686183136248,14.476908879022119,742172.476657942,APPROVE
151501.06320778382,12552.341767433274,2.69288769066949,14.853618339714062,48112.67273206576,APPROVE
3720197.4828503793,792085.6389021869,0.7668683570841499,26.731228227700182,1522115.4803579934,APPROVE
863.0820758387774,157.97806340807125,0.7180036416727416,26.65058948831771,222.70158836959556,APPROVE
842227.131101894,130219.33497147248,0.19028884036508295,20.16844401116823,330533.1698716173,APPROVE
193705.47928513543,23586.76014610882,1.9898337935900667,51.91348577625704,53840.13605447408,APPROVE
89499.22983838969,20176.716055237906,1.1687263967989074,1.2576968831467985,41691.05326046952,APPROVE
195540.25655086624,25124.776225054185,2.6066389245349475,23.005953211192406,91651.08375775084,APPROVE
3056.0000626840742,651.9055907767877,1.4723087294055157,8.916247674529961,883.7529270124869,APPROVE
104888.82139643045,14456.509668613411,2.907760940952693,54.37183231209585,28214.89641380956,REJECT
332443.4811159907,41684.71771685898,0.6380239955390513,33.80641675028336,107509.29350435779,APPROVE
3127636.2623881954,445800.6282262617,2.6190071870712712,22.099377678765254,851215.8448953836,APPROVE
57725.8040704023,6365.74622655084,2.352130873096051,12.232166966906016,23189.33021346875,APPROVE
