revenue,net_profit,debt_to_equity,fraud_score,avg_balance,expected_decision,profit_margin,debt_ratio,balance_to_revenue,profit_to_balance,fraud_risk_level,fraud_revenue_interaction,profit_debt_interaction,log_revenue,log_avg_balance
439515.5189816705,78753.90625769706,2.628346230461173,30.485670357979927,143037.44086999015,APPROVE,0.17918344826632027,0.7243923439266442,0.3254434364488399,0.5505824613380647,0,0.13398925228891675,206992.53264651063,12.993430581252394,11.870868690389814
123435.17490131115,20262.58271840176,0.1848171208002215,19.792131134788782,52729.6420422289,APPROVE,0.1641556609337824,0.1559878883885444,0.4271848934826502,0.38427309448022295,0,0.024430451682923394,3744.872197991339,11.723479499043238,10.872952008483555
594441.1956155414,72057.77248027617,2.494868576637812,28.48020206440548,279024.3926109143,APPROVE,0.12121934517956925,0.7138662075350383,0.4693893940543365,0.2582490075724568,0,0.16929805366537407,179774.6722635579,13.295378758452154,12.53905806960442
3423108.837054908,846545.2550592794,0.4737226156729911,27.394982054851464,771015.2106472409,APPROVE,0.24730304975859596,0.32144625497021406,0.22523829867781486,1.0979618084948461,0,0.9377600516292267,401027.63251224125,15.046060004948115,13.555464677807237
101894.50074219708,17439.749593222783,1.0718446773515116,31.08132421909052,32395.438068611005,APPROVE,0.17115496387137744,0.5173383357683339,0.3179311722678203,0.5383396747494742,0,0.03167016013710587,18692.70277583903,11.531703064577497,10.385803759583018
101897.84655892932,9929.472172742757,2.2561739432456624,26.8225340708805,23444.011432919982,APPROVE,0.0974453583471989,0.6928910993608566,0.230073669116863,0.42353981105809535,0,0.027331584610762346,22402.616386325102,11.531735899803566,10.062413019172107
3830192.538395363,269478.9203537883,0.5662036985400938,19.69332316073128,785104.2263328064,APPROVE,0.07035649452408076,0.36151344749592246,0.20497774418977938,0.3432396761032795,0,0.7542921942644153,152579.9613829063,15.15842589209823,13.573573034064975
755299.3640408986,60855.85032479797,2.4721043699452805,41.50593479779625,300998.58286066825,REJECT,0.08057182783686641,0.7119902245289477,0.39851560479318704,0.20217985661735838,1,0.31349406156698517,150442.01352466896,13.534870782283283,12.614864157885096
63643.420466888434,6312.889248275621,2.513189116077452,18.91570784214043,24231.26703691424,APPROVE,0.09919154567690164,0.7153583348463403,0.3807348325899763,0.2605265848731096,0,0.012038603476261624,15865.48454976866,11.061066940549956,10.09544037265767
481720.8554379379,39566.75648780405,1.5716564279064251,22.76285294263378,119903.08317548005,APPROVE,0.08213627465191115,0.6111455678338433,0.24890573414446587,0.3299894835055866,0,0.10965340991733527,62185.347165465486,13.085122163060799,11.694447395277122
64419.046042841794,5624.646244629497,0.1185190279788173,52.763912594149886,17402.409106697174,APPROVE,0.08731340481026115,0.10596067211568423,0.27014384992791923,0.32321078134319337,1,0.033990009148030215,666.627605638193,11.073180137613928,9.764421391683944
64121.85220579158,6862.258664603995,0.932410586207247,8.176450758916385,13280.425963755855,APPROVE,0.10701903373876942,0.4825116322909897,0.20711232609335553,0.5167197711377678,0,0.005242891671311688,6398.442624169172,11.06855608804534,9.494121794054795
264058.1289035787,22359.047880142785,1.8890880632896525,21.96470923857812,118954.00484139644,APPROVE,0.08467471905895096,0.6538700177725448,0.4504841617083211,0.1879638092887626,0,0.05799960023450087,42238.21045689954,12.483928330169835,11.686500590015338
3545.517862062512,813.1754593217385,2.945439916279528,26.805914584237385,1745.838447894851,APPROVE,0.22935308492528506,0.7465428390193355,0.4924071788145654,0.4657793281516244,0,0.0009504084896733564,2395.159456825188,8.173721517161958,7.465562831842531
5167.603575400576,341.30341695980536,1.9322592283483384,20.636262696150144,1243.5210710788203,APPROVE,0.06604674913232844,0.6589660319482487,0.24063786103840726,0.27446532664195755,0,0.0010664002489153101,659.4866770874047,8.550357829548595,7.1265060530253574
52861.20275628103,8188.320720224439,0.8534303850860634,19.194006072468365,14243.058013626482,APPROVE,0.15490227791405092,0.46045990826163924,0.26944256412958945,0.5748990639784369,0,0.010146182467020395,6988.161705469335,10.875443858805012,9.56409511723594
21468.40845479284,2835.533764812643,1.938616538988873,14.559467684422897,9886.692800796063,APPROVE,0.1320793653979323,0.6597038141138066,0.4605228571840802,0.286803061645076,0,0.0031256859913354764,5497.012653327175,9.974384338317797,9.199046111334198
305130.4488169003,75207.24809793479,1.665957601175981,19.004697229685085,145833.7841082743,APPROVE,0.2464757233817213,0.6249002611448548,0.4779391393868555,0.5157052500406707,0,0.05798911795323112,125292.0866322823,12.628497942472004,11.890229644233237
26474.885588216253,1916.9877026765207,2.361551645938317,44.69154030030176,8627.85320249113,REJECT,0.07240778043361047,0.7025183292339785,0.3258882148420431,0.2221859433263221,1,0.011832034162116449,4527.065464499251,10.183989619890008,9.062866890252247
9656.558466583763,1251.2110940177704,0.4102438525981794,1.6586988912599303,2077.963352273552,APPROVE,0.12957111980914832,0.290902776737769,0.2151867416807223,0.6021333786511628,0,0.00016017322821909182,513.301659623433,9.175496148530266,7.639624660128597
3051969.072582316,744357.2094569964,2.3069809172558813,32.4444179348966,646460.6119593005,APPROVE,0.24389408665507373,0.6976093829928127,0.2118175501078458,1.1514347443396278,0,0.9901936011523943,1717217.8778391297,14.931297865500373,13.379269097177882
103616.0375079234,23116.885639397296,1.66967307816072,24.605704178525965,38564.33075666693,APPROVE,0.22310142517879603,0.6254223005129328,0.37218495982070304,0.5994369715699239,0,0.02549545567071014,38597.64160302183,11.548457049996012,10.560108984933601
186289.3537782669,39756.83330639568,2.8926768111910843,28.040676956708708,59215.523537159024,APPROVE,0.21341441418985607,0.7431073658298339,0.31786853266795373,0.6713920764619671,0,0.05223679589770405,115003.66979180016,12.135061777354725,10.988955895730449
9419.182944661434,956.8059292094048,1.0914292815121898,25.084456628335168,1964.801326081064,APPROVE,0.10158056540898798,0.5218580858364197,0.20859572827329637,0.48697337308796623,0,0.0023627508604971404,1044.2860078636238,9.150609788258835,7.5836552407080795
54788.44269402914,4611.9550924697605,1.9346034900884497,8.95235661357817,20544.3356205174,APPROVE,0.08417751747801316,0.6592384615579326,0.374975717693767,0.2244879161662377,0,0.004904856772995403,8922.304418023197,10.911252802807597,9.930389217057403
203179.51537039923,37329.89684450979,2.802881505979051,35.1016151138465,41324.836246063984,APPROVE,0.1837286439848862,0.7370415043361835,0.20339076097670675,0.9033283670438091,1,0.07131929147549612,104631.27748558222,12.221850101163627,10.629243158323902
16285.21378184602,3841.278022423769,0.3972782111729698,9.148843657943608,7103.798955656692,APPROVE,0.2358751978255172,0.2843229129290348,0.4362115874447819,0.5407357452543042,0,0.0014899087482629781,1526.056061366558,9.698074248666085,8.86852574395305
345033.23913497163,55672.00283809935,2.8179626129857085,11.01751430429998,100725.50064537936,APPROVE,0.16135257860278596,0.738080201047861,0.2919298468110115,0.5527101129445041,0,0.038014086476285056,156881.62258779822,12.751398934958633,11.520164208388671
48958.22292996528,8044.93944263114,2.0948685946723584,44.54420385872261,10382.932671805416,APPROVE,0.16432253789398,0.6768845043303475,0.21207740090276964,0.7748234238749293,1,0.021808050627531612,16853.090984408922,10.798743045531767,9.248014955082848
90817.97435165018,9626.3255469901,0.2967274714049985,19.26911983378937,34193.48194482536,APPROVE,0.10599581873205684,0.2288279364387149,0.376505666294946,0.2815251620915106,0,0.01749982430843957,2856.395238479711,11.41662351138899,10.439819563390394
48853.76736299705,9961.214117275676,0.972794344145767,45.24446404925081,15599.26803258006,APPROVE,0.2038985866383874,0.49310479170447613,0.31930532432991643,0.6385693287961365,1,0.022103625211255824,9690.212754110747,10.796607244582173,9.655043374665672
6613055.565047238,578038.9187134871,2.1536990570713166,20.301201957596223,3254549.985848487,APPROVE,0.08740874971150467,0.6829120401460721,0.4921401240071448,0.17760947634140817,0,1.3425297658282958,1244921.8741837605,15.704556520233893,14.995564878133498
158420.0851517014,18176.462696184662,0.2953167442594379,24.15184202223285,57547.61656632384,APPROVE,0.11473584728084872,0.22798805432587627,0.3632595987511107,0.3158508341563759,0,0.03826136869732569,5367.813785590379,11.973011862835117,10.9603853750483
19625.365017357235,2651.137330774197,1.7882943345111926,27.93486695444464,5545.573821950375,APPROVE,0.13508728772328338,0.6413578051560661,0.2825717543111025,0.4780636622815335,0,0.0054823196069228655,4741.013868634622,9.884629095256344,8.620935686735931
843309.9329886846,127780.07153598397,1.1030608651635745,17.819210390856462,348145.03901595064,APPROVE,0.15152207573689103,0.5245025873646216,0.4128316593901924,0.36703114281668564,0,0.15027117120624436,140949.19625914592,13.64509101000933,12.760377323071879
14161.930604192425,1394.6944918582656,1.900655001525684,19.240871873439666,3985.8413907194176,APPROVE,0.09848194648301606,0.6552502798595418,0.28144760076281333,0.3499121904613802,0,0.0027248789223581044,2650.833061550735,9.558383309406617,8.290754564979666
247144.18494388016,18033.459937536743,0.2326518980562872,12.17290559732212,116472.37836254427,APPROVE,0.07296736494784072,0.18874095632606852,0.4712729874222695,0.154830357129,0,0.03008462832248972,4195.518682989938,12.41773123622236,11.665418013965576
3231.364433461121,556.1953991739384,2.627456737841891,43.58510780839037,1009.5318610724252,APPROVE,0.17212400848832654,0.7243247618729873,0.31241659115221293,0.5509438786638119,1,0.0014083936720060122,1461.3793491162248,8.080969171162117,6.918232066353964
11425.78476953658,1230.8553543239152,2.923118010614451,28.6899097933566,4169.960908851916,APPROVE,0.10772611064805115,0.7451007088508722,0.3649605688328616,0.2951719167705093,0,0.003278047343563122,3597.9354546854684,9.34371541971393,8.3359017220245
241282.1975729309,40112.59695429249,2.9097457803285054,29.150153692373216,51917.15640322436,APPROVE,0.1662476442845225,0.744228894617292,0.21517193114726868,0.7726270029650788,0,0.07033413142484495,116717.45972577062,12.393726616254245,10.85742384233506
712783.6092470206,57644.62312761426,2.2739903120544818,25.44277641182188,233676.392038724,APPROVE,0.08087254305484047,0.6945623216055017,0.3278363713856693,0.24668569479650987,0,0.1813519400008336,131083.31453422655,13.476934562940167,12.361696776603607
229288.5567328824,33528.411744764744,0.4772500963788327,46.38403295710284,103113.14175235933,APPROVE,0.1462280203709635,0.3230665528800511,0.44970906189829846,0.3251613826808607,1,0.1063532797218456,16001.43773661816,12.34274092368708,11.543591825995046
129146.59522462547,20213.7521345618,2.2989632681941656,21.585536881567656,57043.35909276387,APPROVE,0.15651788651031717,0.6968744667025667,0.44169464160900257,0.3543576755655327,0,0.027876985943500424,46470.673669738986,11.768711178332246,10.951584473850586
